source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD027068_NCB4459A89LC3_E1_NCB4459A89LC3-40-208656	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	24	PXD027068_NCB4459A89LC3_E1_NCB4459A89LC3-40-208656_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A89LC3_E1_NCB4459A89LC3-40-208656.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A98LC3_F2_NCB4459A98LC3-40-208665	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	1	PXD027068_NCB4459A98LC3_F2_NCB4459A98LC3-40-208665_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	2	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A98LC3_F2_NCB4459A98LC3-40-208665.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A8LC2_H1_NCB4497A8LC2-40-215397	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	25	PXD027068_NCB4497A8LC2_H1_NCB4497A8LC2-40-215397_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A8LC2_H1_NCB4497A8LC2-40-215397.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A10LC3_B2_NCB4460A10LC3-40-210640	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	26	PXD027068_NCB4460A10LC3_B2_NCB4460A10LC3-40-210640_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A10LC3_B2_NCB4460A10LC3-40-210640.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A23LC2_C5_NCB4497A23LC2-40-215353	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	27	PXD027068_NCB4497A23LC2_C5_NCB4497A23LC2-40-215353_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A23LC2_C5_NCB4497A23LC2-40-215353.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A118LC3_B5_NCB4459A118LC3-40-209065	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	28	PXD027068_NCB4459A118LC3_B5_NCB4459A118LC3-40-209065_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A118LC3_B5_NCB4459A118LC3-40-209065.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A47LC2_G9_NCB4510A47LC2-40-216374	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	29	PXD027068_NCB4510A47LC2_G9_NCB4510A47LC2-40-216374_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A47LC2_G9_NCB4510A47LC2-40-216374.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A76LC3_D10_NCB4460A76LC3-40-211343	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	30	PXD027068_NCB4460A76LC3_D10_NCB4460A76LC3-40-211343_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A76LC3_D10_NCB4460A76LC3-40-211343.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A16LC2_H2_NCB4509A16LC3-40-215650	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	31	PXD027068_NCB4509A16LC2_H2_NCB4509A16LC3-40-215650_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A16LC2_H2_NCB4509A16LC3-40-215650.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A58LC2_B11_NCB4497A58LC2-40-215391	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	32	PXD027068_NCB4497A58LC2_B11_NCB4497A58LC2-40-215391_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A58LC2_B11_NCB4497A58LC2-40-215391.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A16LC2_H2_NCB4497A16LC2-40-215245	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	33	PXD027068_NCB4497A16LC2_H2_NCB4497A16LC2-40-215245_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A16LC2_H2_NCB4497A16LC2-40-215245.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A31LC2_C6_NCB4509A43LC3-40-215855	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	34	PXD027068_NCB4509A31LC2_C6_NCB4509A43LC3-40-215855_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A31LC2_C6_NCB4509A43LC3-40-215855.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A10LC2_B2	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	35	PXD027068_NCB4580A10LC2_B2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A10LC2_B2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A23LC2_C5_NCB4510A23LC2-40-216250	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	36	PXD027068_NCB4510A23LC2_C5_NCB4510A23LC2-40-216250_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A23LC2_C5_NCB4510A23LC2-40-216250.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A93LC3_A2_NCB4459A93LC3-40-208660	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	37	PXD027068_NCB4459A93LC3_A2_NCB4459A93LC3-40-208660_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A93LC3_A2_NCB4459A93LC3-40-208660.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A56LC2_H10_NCB4497A56LC2-40-215389	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	38	PXD027068_NCB4497A56LC2_H10_NCB4497A56LC2-40-215389_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A56LC2_H10_NCB4497A56LC2-40-215389.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A32LC2_D6_NCB4497A32LC2-40-215363	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	39	PXD027068_NCB4497A32LC2_D6_NCB4497A32LC2-40-215363_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A32LC2_D6_NCB4497A32LC2-40-215363.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A19LC3_C3_NCB4460A19LC3-40-210649	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	40	PXD027068_NCB4460A19LC3_C3_NCB4460A19LC3-40-210649_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A19LC3_C3_NCB4460A19LC3-40-210649.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A155LC3_G9_NCB4459A155LC3-40-209114	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	41	PXD027068_NCB4459A155LC3_G9_NCB4459A155LC3-40-209114_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A155LC3_G9_NCB4459A155LC3-40-209114.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A53LC2_E10_NCB4509A77LC3-40-215877	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	42	PXD027068_NCB4509A53LC2_E10_NCB4509A77LC3-40-215877_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A53LC2_E10_NCB4509A77LC3-40-215877.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A46LC2_F9_NCB4509A70LC3-40-215870	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	1	PXD027068_NCB4509A46LC2_F9_NCB4509A70LC3-40-215870_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	9	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A46LC2_F9_NCB4509A70LC3-40-215870.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A40LC3_H5_NCB4460A40LC3-40-211331	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	43	PXD027068_NCB4460A40LC3_H5_NCB4460A40LC3-40-211331_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A40LC3_H5_NCB4460A40LC3-40-211331.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A15LC2_G2	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	44	PXD027068_NCB4580A15LC2_G2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A15LC2_G2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
