source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD003754_PTSS3801SN14003	Homo sapiens	whole cell lysate	osteosarcoma cell line	23	PXD003754_PTSS3801SN14003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3801SN14003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1541S1F07	Homo sapiens	whole cell lysate	osteosarcoma cell line	24	PXD003754_PT1541S1F07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1541S1F07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F47	Homo sapiens	whole cell lysate	osteosarcoma cell line	25	PXD003754_PT3441S1F47_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F47.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3281S1F39	Homo sapiens	whole cell lysate	osteosarcoma cell line	26	PXD003754_PT3281S1F39_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3281S1F39.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1781S1F38	Homo sapiens	whole cell lysate	osteosarcoma cell line	27	PXD003754_PT1781S1F38_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1781S1F38.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F31	Homo sapiens	whole cell lysate	osteosarcoma cell line	28	PXD003754_PT3441S1F31_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F31.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3801SN13995	Homo sapiens	whole cell lysate	osteosarcoma cell line	29	PXD003754_PTSS3801SN13995_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3801SN13995.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3442S1F39	Homo sapiens	whole cell lysate	osteosarcoma cell line	30	PXD003754_PT3442S1F39_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3442S1F39.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3281S1F29	Homo sapiens	whole cell lysate	osteosarcoma cell line	31	PXD003754_PT3281S1F29_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3281S1F29.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1541S1F08	Homo sapiens	whole cell lysate	osteosarcoma cell line	32	PXD003754_PT1541S1F08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1541S1F08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F07	Homo sapiens	whole cell lysate	osteosarcoma cell line	33	PXD003754_PT3441S1F07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14057	Homo sapiens	whole cell lysate	osteosarcoma cell line	34	PXD003754_PTSS3802SN14057_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14057.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14017	Homo sapiens	whole cell lysate	osteosarcoma cell line	35	PXD003754_PTSS3802SN14017_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14017.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT2003S1F02	Homo sapiens	whole cell lysate	osteosarcoma cell line	36	PXD003754_PT2003S1F02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT2003S1F02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1781S1F39	Homo sapiens	whole cell lysate	osteosarcoma cell line	37	PXD003754_PT1781S1F39_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1781S1F39.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT1781S1F04	Homo sapiens	whole cell lysate	osteosarcoma cell line	38	PXD003754_PT1781S1F04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT1781S1F04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3442S1F26	Homo sapiens	whole cell lysate	osteosarcoma cell line	39	PXD003754_PT3442S1F26_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3442S1F26.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3441S1F12	Homo sapiens	whole cell lysate	osteosarcoma cell line	40	PXD003754_PT3441S1F12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3441S1F12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14021	Homo sapiens	whole cell lysate	osteosarcoma cell line	41	PXD003754_PTSS3802SN14021_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14021.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PTSS3802SN14056	Homo sapiens	whole cell lysate	osteosarcoma cell line	42	PXD003754_PTSS3802SN14056_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PTSS3802SN14056.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3281S1F01	Homo sapiens	whole cell lysate	osteosarcoma cell line	43	PXD003754_PT3281S1F01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3281S1F01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT3701S1F01	Homo sapiens	whole cell lysate	osteosarcoma cell line	44	PXD003754_PT3701S1F01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT3701S1F01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD003754_PT2003S1F27	Homo sapiens	whole cell lysate	osteosarcoma cell line	45	PXD003754_PT2003S1F27_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=null;TA=N;MT=Variable	NT=Deamidation;AC=null;TA=Q;MT=Variable	NT=Pyro-glutamate;AC=null;TA=Q;MT=Variable	NT=Phosphorylation;AC=null;TA=S;MT=Variable	NT=Phosphorylation;AC=null;TA=T;MT=Variable	NT=Phosphorylation;AC=null;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=null;TA=;MT=Variable	not available	not available	NT=[{'NT': 'formaldehyde', 'AC': None, 'CL': None, 'TA': 'K,nterm', 'structured': 'NT=formaldehyde;AC=null;CL=null;TA=K,nterm'}]	size exclusion chromatography (SEC)	6%	not available	30 min	room temperature	PT2003S1F27.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
