source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD011071_TRAPP_cerevisiae_1360_S1_1	Saccharomyces cerevisiae	not available	not available	104	PXD011071_TRAPP_cerevisiae_1360_S1_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S1_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S1_6	Saccharomyces cerevisiae	not available	not available	105	PXD011071_TRAPP_cerevisiae_1360_S1_6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S1_6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S3_6	Saccharomyces cerevisiae	not available	not available	106	PXD011071_TRAPP_cerevisiae_1360_S3_6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S3_6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S3_4	Saccharomyces cerevisiae	not available	not available	107	PXD011071_TRAPP_cerevisiae_1360_S3_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S3_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S1_5	Saccharomyces cerevisiae	not available	not available	108	PXD011071_TRAPP_cerevisiae_1360_S1_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S1_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S3_5	Saccharomyces cerevisiae	not available	not available	109	PXD011071_TRAPP_cerevisiae_1360_S3_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S3_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_B2	Saccharomyces cerevisiae	not available	not available	110	PXD011071_Sorbic_cerevisiae_total_proteome_B2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_B2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_800_S9_2	Saccharomyces cerevisiae	not available	not available	111	PXD011071_TRAPP_cerevisiae_800_S9_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_800_S9_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_6	Saccharomyces cerevisiae	not available	not available	112	PXD011071_TRAPP_cerevisiae_1360_S2_6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S4_5	Saccharomyces cerevisiae	not available	not available	113	PXD011071_TRAPP_cerevisiae_1360_S4_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S4_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_PARTRAPP_cerevisiae_H2_2	Saccharomyces cerevisiae	not available	not available	114	PXD011071_PARTRAPP_cerevisiae_H2_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_H2_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_4	Saccharomyces cerevisiae	not available	not available	115	PXD011071_TRAPP_cerevisiae_1360_S2_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_7	Saccharomyces cerevisiae	not available	not available	116	PXD011071_TRAPP_cerevisiae_1360_S2_7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
