source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD011036_7PMix_BS3_Ceratin_F6_DDA_iRT_001	Equus caballus (horse)	serum albumin	not available	7	PXD011036_7PMix_BS3_Ceratin_F6_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	6	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F6_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F4_DDA_iRT_002	Equus caballus (horse)	serum albumin	not available	13	PXD011036_7PMix_BS3_Ceratin_F4_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F4_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Myo_F4_DDA_iRT_002	Equus caballus	serum albumin	not available	14	PXD011036_7PMix_BS3_Myo_F4_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Myo_F4_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.3x_DIA12_iRT_001	Homo sapiens	serum albumin	not available	71	PXD011036_7PMix_0.3x_DIA12_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.3x_DIA12_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.5x_DDA_002	Homo sapiens	serum albumin	not available	72	PXD011036_HSA_BS3_0.5x_DDA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.5x_DDA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.3x_DIA12_iRT_003	Homo sapiens	serum albumin	not available	73	PXD011036_7PMix_0.3x_DIA12_iRT_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.3x_DIA12_iRT_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Lyso_F1F2_DDA_iRT_001	Gallus gallus	serum albumin	not available	74	PXD011036_7PMix_BS3_Lyso_F1F2_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Lyso_F1F2_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.1x_DIA12_iRT_003	Homo sapiens	serum albumin	not available	75	PXD011036_7PMix_0.1x_DIA12_iRT_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.1x_DIA12_iRT_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_library_001	Homo sapiens	serum albumin	not available	76	PXD011036_7PMix_pooled_DDA_library_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_library_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.9x_DIA12_iRT_003	Homo sapiens	serum albumin	not available	77	PXD011036_7PMix_0.9x_DIA12_iRT_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.9x_DIA12_iRT_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_1x_DIA12_iRT_ecoli_002	Escherichia coli	serum albumin	not available	78	PXD011036_7PMix_1x_DIA12_iRT_ecoli_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_1x_DIA12_iRT_ecoli_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.7x_DIA12_iRT_ecoli_001	Escherichia coli	serum albumin	not available	79	PXD011036_7PMix_0.7x_DIA12_iRT_ecoli_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.7x_DIA12_iRT_ecoli_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Conal_F3_DDA_iRT_001	Gallus gallus	serum albumin	not available	13	PXD011036_7PMix_BS3_Conal_F3_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Conal_F3_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.9x_DIA12_iRT_001	Homo sapiens	serum albumin	not available	80	PXD011036_7PMix_0.9x_DIA12_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.9x_DIA12_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.7x_DIA12_iRT_002	Homo sapiens	serum albumin	not available	81	PXD011036_7PMix_0.7x_DIA12_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.7x_DIA12_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F3_DDA_iRT_001	Equus caballus (horse)	serum albumin	not available	14	PXD011036_7PMix_BS3_Ceratin_F3_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F3_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_e.coli_DDA_iRT_library_003	Escherichia coli	serum albumin	not available	82	PXD011036_7PMix_BS3_e.coli_DDA_iRT_library_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_e.coli_DDA_iRT_library_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
